# key	a	b	extra
46	0xffffffffa9b366c0	0x0	__x64_sys_sendmsg
47	0xffffffffa9b36b20	0x0	__x64_sys_recvmsg
48	0xffffffffa9b35a10	0x0	__x64_sys_shutdown
49	0xffffffffa9b34610	0x0	__x64_sys_bind
50	0xffffffffa9b347b0	0x0	__x64_sys_listen
51	0xffffffffa9b34ec0	0x0	__x64_sys_getsockname
52	0xffffffffa9b35050	0x0	__x64_sys_getpeername
53	0xffffffffa9b34400	0x0	__x64_sys_socketpair
54	0xffffffffa9b35730	0x0	__x64_sys_setsockopt
55	0xffffffffa9b35870	0x0	__x64_sys_getsockopt
56	0xffffffffa8d55270	0x0	__x64_sys_clone
57	0xffffffffa8d550e0	0x0	__x64_sys_fork
58	0xffffffffa8d55150	0x0	__x64_sys_vfork
59	0xffffffffa91803d0	0x0	__x64_sys_execve
60	0xffffffffa8d5d740	0x0	__x64_sys_exit
61	0xffffffffa8d5e5e0	0x0	__x64_sys_wait4
62	0xffffffffa8d6f830	0x0	__x64_sys_kill
63	0xffffffffa8d749e0	0x0	__x64_sys_newuname
64	0xffffffffa9351530	0x0	__x64_sys_semget
65	0xffffffffa9355050	0x0	__x64_sys_semop
66	0xffffffffa9354080	0x0	__x64_sys_semctl
67	0xffffffffa9358860	0x0	__x64_sys_shmdt
68	0xffffffffa934f150	0x0	__x64_sys_msgget
69	0xffffffffa934fcf0	0x0	__x64_sys_msgsnd
70	0xffffffffa9350b30	0x0	__x64_sys_msgrcv
71	0xffffffffa93503f0	0x0	__x64_sys_msgctl
72	0xffffffffa918f700	0x0	__x64_sys_fcntl
73	0xffffffffa920edb0	0x0	__x64_sys_flock
74	0xffffffffa91c8510	0x0	__x64_sys_fsync
75	0xffffffffa91c8570	0x0	__x64_sys_fdatasync
76	0xffffffffa916e040	0x0	__x64_sys_truncate
77	0xffffffffa916e620	0x0	__x64_sys_ftruncate
78	0xffffffffa91921e0	0x0	__x64_sys_getdents
79	0xffffffffa91ca2e0	0x0	__x64_sys_getcwd
80	0xffffffffa916d2c0	0x0	__x64_sys_chdir
81	0xffffffffa916d860	0x0	__x64_sys_fchdir
82	0xffffffffa918e240	0x0	__x64_sys_rename
83	0xffffffffa918cad0	0x0	__x64_sys_mkdir
84	0xffffffffa918cd60	0x0	__x64_sys_rmdir
85	0xffffffffa916ffd0	0x0	__x64_sys_creat
86	0xffffffffa918d990	0x0	__x64_sys_link
87	0xffffffffa918d1a0	0x0	__x64_sys_unlink
88	0xffffffffa918d500	0x0	__x64_sys_symlink
89	0xffffffffa917c160	0x0	__x64_sys_readlink
90	0xffffffffa916ec10	0x0	__x64_sys_chmod
91	0xffffffffa916eb50	0x0	__x64_sys_fchmod
92	0xffffffffa916f3e0	0x0	__x64_sys_chown
93	0xffffffffa916f660	0x0	__x64_sys_fchown
94	0xffffffffa916f460	0x0	__x64_sys_lchown
95	0xffffffffa8d73490	0x0	__x64_sys_umask
96	0xffffffffa8e64c40	0x0	__x64_sys_gettimeofday
97	0xffffffffa8d766c0	0x0	__x64_sys_getrlimit
98	0xffffffffa8d798d0	0x0	__x64_sys_getrusage
99	0xffffffffa8d75760	0x0	__x64_sys_sysinfo
100	0xffffffffa8d75920	0x0	__x64_sys_times
101	0xffffffffa8d67850	0x0	__x64_sys_ptrace
102	0xffffffffa8d73e20	0x0	__x64_sys_getuid
103	0xffffffffa8e15cc0	0x0	__x64_sys_syslog
104	0xffffffffa8d74040	0x0	__x64_sys_getgid
105	0xffffffffa8d784d0	0x0	__x64_sys_setuid
106	0xffffffffa8d77fb0	0x0	__x64_sys_setgid
107	0xffffffffa8d73e60	0x0	__x64_sys_geteuid
108	0xffffffffa8d74080	0x0	__x64_sys_getegid
109	0xffffffffa8d745d0	0x0	__x64_sys_setpgid
110	0xffffffffa8d73920	0x0	__x64_sys_getppid
111	0xffffffffa8d75d40	0x0	__x64_sys_getpgrp
112	0xffffffffa8d79300	0x0	__x64_sys_setsid
113	0xffffffffa8d78320	0x0	__x64_sys_setreuid
114	0xffffffffa8d77e50	0x0	__x64_sys_setregid
115	0xffffffffa8d9a580	0x0	__x64_sys_getgroups
116	0xffffffffa8d9aae0	0x0	__x64_sys_setgroups
117	0xffffffffa8d789d0	0x0	__x64_sys_setresuid
118	0xffffffffa8d75b10	0x0	__x64_sys_getresuid
119	0xffffffffa8d78ea0	0x0	__x64_sys_setresgid
120	0xffffffffa8d75bf0	0x0	__x64_sys_getresgid
121	0xffffffffa8d75d80	0x0	__x64_sys_getpgid
122	0xffffffffa8d78fe0	0x0	__x64_sys_setfsuid
123	0xffffffffa8d79120	0x0	__x64_sys_setfsgid
124	0xffffffffa8d75cb0	0x0	__x64_sys_getsid
125	0xffffffffa8d65d80	0x0	__x64_sys_capget
126	0xffffffffa8d65fd0	0x0	__x64_sys_capset
127	0xffffffffa8d6b180	0x0	__x64_sys_rt_sigpending
128	0xffffffffa8d71a00	0x0	__x64_sys_rt_sigtimedwait
129	0xffffffffa8d6f520	0x0	__x64_sys_rt_sigqueueinfo
130	0xffffffffa8d6b710	0x0	__x64_sys_rt_sigsuspend
131	0xffffffffa8d6bf80	0x0	__x64_sys_sigaltstack
132	0xffffffffa91c9910	0x0	__x64_sys_utime
133	0xffffffffa918b5f0	0x0	__x64_sys_mknod
134	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
135	0xffffffffa8d55bd0	0x0	__x64_sys_personality
136	0xffffffffa91cb730	0x0	__x64_sys_ustat
137	0xffffffffa91cbb30	0x0	__x64_sys_statfs
138	0xffffffffa91cbe50	0x0	__x64_sys_fstatfs
139	0xffffffffa91a30c0	0x0	__x64_sys_sysfs
140	0xffffffffa8d73840	0x0	__x64_sys_getpriority
141	0xffffffffa8d73d30	0x0	__x64_sys_setpriority
142	0xffffffffa8de7590	0x0	__x64_sys_sched_setparam
143	0xffffffffa8dcdd60	0x0	__x64_sys_sched_getparam
144	0xffffffffa8de74f0	0x0	__x64_sys_sched_setscheduler
145	0xffffffffa8dccec0	0x0	__x64_sys_sched_getscheduler
146	0xffffffffa8dcc3e0	0x0	__x64_sys_sched_get_priority_max
147	0xffffffffa8dcc450	0x0	__x64_sys_sched_get_priority_min
148	0xffffffffa8dcfa80	0x0	__x64_sys_sched_rr_get_interval
149	0xffffffffa90aa5d0	0x0	__x64_sys_mlock
150	0xffffffffa90aa0a0	0x0	__x64_sys_munlock
151	0xffffffffa90aaff0	0x0	__x64_sys_mlockall
152	0xffffffffa90a9fc0	0x0	__x64_sys_munlockall
153	0xffffffffa916c7a0	0x0	__x64_sys_vhangup
154	0xffffffffa8cc4e90	0x0	__x64_sys_modify_ldt
155	0xffffffffa91ae8d0	0x0	__x64_sys_pivot_root
156	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
157	0xffffffffa8d7a7f0	0x0	__x64_sys_prctl
158	0xffffffffa8ccfef0	0x0	__x64_sys_arch_prctl
159	0xffffffffa8e64780	0x0	__x64_sys_adjtimex
160	0xffffffffa8d770a0	0x0	__x64_sys_setrlimit
161	0xffffffffa916daa0	0x0	__x64_sys_chroot
162	0xffffffffa91c87f0	0x0	__x64_sys_sync
163	0xffffffffa8e94c40	0x0	__x64_sys_acct
164	0xffffffffa8e65260	0x0	__x64_sys_settimeofday
165	0xffffffffa91addb0	0x0	__x64_sys_mount
166	0xffffffffa91aaa30	0x0	__x64_sys_umount
167	0xffffffffa90fdbc0	0x0	__x64_sys_swapon
168	0xffffffffa9101340	0x0	__x64_sys_swapoff
169	0xffffffffa8d97c30	0x0	__x64_sys_reboot
170	0xffffffffa8d75f60	0x0	__x64_sys_sethostname
171	0xffffffffa8d76130	0x0	__x64_sys_setdomainname
172	0xffffffffa8cc2490	0x0	__x64_sys_iopl
173	0xffffffffa8cc2860	0x0	__x64_sys_ioperm
174	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
175	0xffffffffa8e5e0f0	0x0	__x64_sys_init_module
176	0xffffffffa8e5eaf0	0x0	__x64_sys_delete_module
177	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
178	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
179	0xffffffffa9230290	0x0	__x64_sys_quotactl
180	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
181	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
182	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
183	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
184	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
185	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
186	0xffffffffa8d738a0	0x0	__x64_sys_gettid
187	0xffffffffa9048690	0x0	__x64_sys_readahead
188	0xffffffffa91b2f90	0x0	__x64_sys_setxattr
189	0xffffffffa91b3020	0x0	__x64_sys_lsetxattr
190	0xffffffffa91b30c0	0x0	__x64_sys_fsetxattr
191	0xffffffffa91b3650	0x0	__x64_sys_getxattr
192	0xffffffffa91b36d0	0x0	__x64_sys_lgetxattr
193	0xffffffffa91b3750	0x0	__x64_sys_fgetxattr
194	0xffffffffa91b15b0	0x0	__x64_sys_listxattr
195	0xffffffffa91b1630	0x0	__x64_sys_llistxattr
196	0xffffffffa91b16b0	0x0	__x64_sys_flistxattr
197	0xffffffffa91b2210	0x0	__x64_sys_removexattr
198	0xffffffffa91b2290	0x0	__x64_sys_lremovexattr
199	0xffffffffa91b2310	0x0	__x64_sys_fremovexattr
200	0xffffffffa8d6ee50	0x0	__x64_sys_tkill
201	0xffffffffa8e64820	0x0	__x64_sys_time
202	0xffffffffa8e8c810	0x0	__x64_sys_futex
203	0xffffffffa8de9280	0x0	__x64_sys_sched_setaffinity
204	0xffffffffa8de9530	0x0	__x64_sys_sched_getaffinity
205	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
206	0xffffffffa91f7e60	0x0	__x64_sys_io_setup
207	0xffffffffa91f7d30	0x0	__x64_sys_io_destroy
208	0xffffffffa91f49f0	0x0	__x64_sys_io_getevents
209	0xffffffffa91f7120	0x0	__x64_sys_io_submit
210	0xffffffffa91f59e0	0x0	__x64_sys_io_cancel
211	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
212	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
213	0xffffffffa91eac30	0x0	__x64_sys_epoll_create
214	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
215	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
216	0xffffffffa90ae810	0x0	__x64_sys_remap_file_pages
217	0xffffffffa9192300	0x0	__x64_sys_getdents64
218	0xffffffffa8d517c0	0x0	__x64_sys_set_tid_address
219	0xffffffffa8d692e0	0x0	__x64_sys_restart_syscall
220	0xffffffffa9355160	0x0	__x64_sys_semtimedop
221	0xffffffffa9042540	0x0	__x64_sys_fadvise64
222	0xffffffffa8e7a7c0	0x0	__x64_sys_timer_create
223	0xffffffffa8e79a90	0x0	__x64_sys_timer_settime
224	0xffffffffa8e7a050	0x0	__x64_sys_timer_gettime
225	0xffffffffa8e795a0	0x0	__x64_sys_timer_getoverrun
226	0xffffffffa8e79d50	0x0	__x64_sys_timer_delete
227	0xffffffffa8e77f10	0x0	__x64_sys_clock_settime
228	0xffffffffa8e77ce0	0x0	__x64_sys_clock_gettime
229	0xffffffffa8e785b0	0x0	__x64_sys_clock_getres
230	0xffffffffa8e78a90	0x0	__x64_sys_clock_nanosleep
231	0xffffffffa8d5d980	0x0	__x64_sys_exit_group
232	0xffffffffa91ea540	0x0	__x64_sys_epoll_wait
233	0xffffffffa91ebe10	0x0	__x64_sys_epoll_ctl
234	0xffffffffa8d6ef30	0x0	__x64_sys_tgkill
235	0xffffffffa91c9380	0x0	__x64_sys_utimes
236	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
237	0xffffffffa911b290	0x0	__x64_sys_mbind
238	0xffffffffa9117ff0	0x0	__x64_sys_set_mempolicy
239	0xffffffffa9117d10	0x0	__x64_sys_get_mempolicy
240	0xffffffffa9359bf0	0x0	__x64_sys_mq_open
241	0xffffffffa9359e50	0x0	__x64_sys_mq_unlink
242	0xffffffffa935b8c0	0x0	__x64_sys_mq_timedsend
243	0xffffffffa935c430	0x0	__x64_sys_mq_timedreceive
244	0xffffffffa935ad80	0x0	__x64_sys_mq_notify
245	0xffffffffa935b0a0	0x0	__x64_sys_mq_getsetattr
246	0xffffffffa8e99de0	0x0	__x64_sys_kexec_load
247	0xffffffffa8d5e1c0	0x0	__x64_sys_waitid
248	0xffffffffa9362810	0x0	__x64_sys_add_key
249	0xffffffffa9362be0	0x0	__x64_sys_request_key
250	0xffffffffa93651f0	0x0	__x64_sys_keyctl
251	0xffffffffa9472a60	0x0	__x64_sys_ioprio_set
252	0xffffffffa9472670	0x0	__x64_sys_ioprio_get
253	0xffffffffa91e2440	0x0	__x64_sys_inotify_init
254	0xffffffffa91e3080	0x0	__x64_sys_inotify_add_watch
255	0xffffffffa91e2660	0x0	__x64_sys_inotify_rm_watch
256	0xffffffffa9118ce0	0x0	__x64_sys_migrate_pages
257	0xffffffffa9170220	0x0	__x64_sys_openat
258	0xffffffffa918ca80	0x0	__x64_sys_mkdirat
259	0xffffffffa918b590	0x0	__x64_sys_mknodat
260	0xffffffffa916f360	0x0	__x64_sys_fchownat
261	0xffffffffa91c9320	0x0	__x64_sys_futimesat
262	0xffffffffa917d430	0x0	__x64_sys_newfstatat
263	0xffffffffa918d210	0x0	__x64_sys_unlinkat
264	0xffffffffa918e1d0	0x0	__x64_sys_renameat
265	0xffffffffa918d910	0x0	__x64_sys_linkat
266	0xffffffffa918d4a0	0x0	__x64_sys_symlinkat
267	0xffffffffa917c0e0	0x0	__x64_sys_readlinkat
268	0xffffffffa916ece0	0x0	__x64_sys_fchmodat
269	0xffffffffa916cad0	0x0	__x64_sys_faccessat
270	0xffffffffa9195670	0x0	__x64_sys_pselect6
271	0xffffffffa9194790	0x0	__x64_sys_ppoll
272	0xffffffffa8d55ad0	0x0	__x64_sys_unshare
273	0xffffffffa8e8b700	0x0	__x64_sys_set_robust_list
274	0xffffffffa8e8ba60	0x0	__x64_sys_get_robust_list
275	0xffffffffa91c7990	0x0	__x64_sys_splice
276	0xffffffffa91c7ff0	0x0	__x64_sys_tee
277	0xffffffffa91c89d0	0x0	__x64_sys_sync_file_range
278	0xffffffffa91c5ff0	0x0	__x64_sys_vmsplice
279	0xffffffffa912f170	0x0	__x64_sys_move_pages
280	0xffffffffa91c9ac0	0x0	__x64_sys_utimensat
281	0xffffffffa91ea1a0	0x0	__x64_sys_epoll_pwait
282	0xffffffffa91ece80	0x0	__x64_sys_signalfd
283	0xffffffffa91ed2e0	0x0	__x64_sys_timerfd_create
284	0xffffffffa91eec80	0x0	__x64_sys_eventfd
285	0xffffffffa916d940	0x0	__x64_sys_fallocate
286	0xffffffffa91ee390	0x0	__x64_sys_timerfd_settime
287	0xffffffffa91ed7e0	0x0	__x64_sys_timerfd_gettime
288	0xffffffffa9b34ad0	0x0	__x64_sys_accept4
289	0xffffffffa91ecde0	0x0	__x64_sys_signalfd4
290	0xffffffffa91eec20	0x0	__x64_sys_eventfd2
291	0xffffffffa91eabd0	0x0	__x64_sys_epoll_create1
292	0xffffffffa91a1ab0	0x0	__x64_sys_dup3
293	0xffffffffa9182f20	0x0	__x64_sys_pipe2
294	0xffffffffa91e23e0	0x0	__x64_sys_inotify_init1
295	0xffffffffa9171f00	0x0	__x64_sys_preadv
296	0xffffffffa91728c0	0x0	__x64_sys_pwritev
297	0xffffffffa8d6eca0	0x0	__x64_sys_rt_tgsigqueueinfo
298	0xffffffffa901dbb0	0x0	__x64_sys_perf_event_open
299	0xffffffffa9b36290	0x0	__x64_sys_recvmmsg
300	0xffffffffa91e5c70	0x0	__x64_sys_fanotify_init
301	0xffffffffa91e8100	0x0	__x64_sys_fanotify_mark
302	0xffffffffa8d77030	0x0	__x64_sys_prlimit64
303	0xffffffffa921e410	0x0	__x64_sys_name_to_handle_at
304	0xffffffffa921df70	0x0	__x64_sys_open_by_handle_at
305	0xffffffffa8e78a30	0x0	__x64_sys_clock_adjtime
306	0xffffffffa91c85d0	0x0	__x64_sys_syncfs
307	0xffffffffa9b36970	0x0	__x64_sys_sendmmsg
308	0xffffffffa8d94210	0x0	__x64_sys_setns
309	0xffffffffa8d75870	0x0	__x64_sys_getcpu
310	0xffffffffa90cf710	0x0	__x64_sys_process_vm_readv
311	0xffffffffa90cf790	0x0	__x64_sys_process_vm_writev
312	0xffffffffa8e62d90	0x0	__x64_sys_kcmp
313	0xffffffffa8e5e5b0	0x0	__x64_sys_finit_module
314	0xffffffffa8de7610	0x0	__x64_sys_sched_setattr
315	0xffffffffa8dcbc10	0x0	__x64_sys_sched_getattr
316	0xffffffffa918e160	0x0	__x64_sys_renameat2
317	0xffffffffa8ee77d0	0x0	__x64_sys_seccomp
318	0xffffffffa97ac310	0x0	__x64_sys_getrandom
319	0xffffffffa9168e80	0x0	__x64_sys_memfd_create
320	0xffffffffa8e9b8f0	0x0	__x64_sys_kexec_file_load
321	0xffffffffa8f81360	0x0	__x64_sys_bpf
322	0xffffffffa9180360	0x0	__x64_sys_execveat
323	0xffffffffa91ef7d0	0x0	__x64_sys_userfaultfd
324	0xffffffffa8df4400	0x0	__x64_sys_membarrier
325	0xffffffffa90aa6b0	0x0	__x64_sys_mlock2
326	0xffffffffa9175680	0x0	__x64_sys_copy_file_range
327	0xffffffffa9172060	0x0	__x64_sys_preadv2
328	0xffffffffa9172a20	0x0	__x64_sys_pwritev2
329	0xffffffffa90b39a0	0x0	__x64_sys_pkey_mprotect
330	0xffffffffa90b14a0	0x0	__x64_sys_pkey_alloc
331	0xffffffffa90b2db0	0x0	__x64_sys_pkey_free
332	0xffffffffa917d850	0x0	__x64_sys_statx
333	0xffffffffa91f4ed0	0x0	__x64_sys_io_pgetevents
334	0xffffffffa9031070	0x0	__x64_sys_rseq
335	0xffffffffa8d21aa0	0x0	__x64_sys_uretprobe
336	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
337	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
338	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
339	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
340	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
341	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
342	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
343	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
344	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
345	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
346	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
347	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
348	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
349	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
350	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
351	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
352	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
353	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
354	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
355	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
356	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
357	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
358	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
359	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
360	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
361	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
362	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
363	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
364	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
365	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
366	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
367	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
368	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
369	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
370	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
371	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
372	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
373	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
374	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
375	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
376	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
377	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
378	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
379	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
380	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
381	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
382	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
383	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
384	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
385	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
386	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
387	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
388	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
389	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
390	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
391	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
392	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
393	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
394	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
395	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
396	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
397	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
398	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
399	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
400	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
401	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
402	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
403	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
404	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
405	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
406	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
407	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
408	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
409	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
410	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
411	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
412	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
413	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
414	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
415	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
416	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
417	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
418	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
419	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
420	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
421	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
422	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
423	0xffffffffa8ccfb70	0x0	__x64_sys_ni_syscall
424	0xffffffffa8d72490	0x0	__x64_sys_pidfd_send_signal
425	0xffffffffa94b4740	0x0	__x64_sys_io_uring_setup
426	0xffffffffa94b3720	0x0	__x64_sys_io_uring_enter
427	0xffffffffa94c7e50	0x0	__x64_sys_io_uring_register
428	0xffffffffa91ab9a0	0x0	__x64_sys_open_tree
429	0xffffffffa91ad2f0	0x0	__x64_sys_move_mount
430	0xffffffffa91cfcb0	0x0	__x64_sys_fsopen
431	0xffffffffa91cf910	0x0	__x64_sys_fsconfig
432	0xffffffffa91abee0	0x0	__x64_sys_fsmount
433	0xffffffffa91cfdc0	0x0	__x64_sys_fspick
434	0xffffffffa8d875e0	0x0	__x64_sys_pidfd_open
435	0xffffffffa8d55430	0x0	__x64_sys_clone3
436	0xffffffffa91a2440	0x0	__x64_sys_close_range
437	0xffffffffa916fe80	0x0	__x64_sys_openat2
438	0xffffffffa8d874a0	0x0	__x64_sys_pidfd_getfd
439	0xffffffffa916cb50	0x0	__x64_sys_faccessat2
440	0xffffffffa90f71a0	0x0	__x64_sys_process_madvise
